Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time	AverageTestEpC0	StdTestEpC0	MaxTestEpC0	MinTestEpC0	AverageTestEpC1	StdTestEpC1	MaxTestEpC1	MinTestEpC1	TestEpLen
67	9.747434235133907	2.9000775824679543	12.425487618073824	4.55472229545936	113.57954545454545	4.1667557	2.0923617	6.971278	-1.1038573	680000	-0.35481226	0.4202774	-0.012934178	-0.014507949	-40.386013	-0.03865799	826.3837440013885	9.542163348942996	0.06902047902345743	9.611183827966453	9.473142869919538	-0.16900267116725448	0.00042785260826344595	-0.16857481855899104	-0.16943052377551793	72.0
68	9.483455699550051	3.0922417462703486	12.369742717966437	4.564874687734991	112.375	4.127301	2.0425773	6.9149957	-1.5278243	690000	-0.19113564	0.45651397	-0.004552692	-0.0068449676	-40.348576	0.021605758	838.4151291847229	16.45565197847784	6.901067376583818	23.356719355061657	9.554584601894021	-0.15620138075202677	0.012157836072146988	-0.1440435446798798	-0.16835921682417376	99.0
69	9.675886375019433	2.913174037317246	12.411861586626618	4.57086402796209	113.13636363636364	4.1394615	2.0347586	6.8422923	-1.1830133	700000	0.17657945	0.41366097	-0.00036662817	-0.005815536	-40.414062	0.024316808	852.422159910202	22.136963318474578	0.5151214129105259	22.652084731385106	21.621841905564054	-0.15170524308457978	0.002678950410336167	-0.1490262926742436	-0.15438419349491594	122.0
70	10.015467013051344	2.747407670680097	12.019890776053074	4.592248079571871	116.1046511627907	4.1611753	2.0353312	6.769179	-1.0810524	710000	0.096033104	0.3572408	0.006570019	-0.0059332848	-40.532764	-0.019224215	867.1397931575775	16.552364978902045	6.99093113411218	23.543296113014225	9.561433844789866	-0.15794637847691761	0.010920502692461032	-0.14702587578445658	-0.16886688116937865	102.5
71	9.967742970433852	2.7777369164178287	12.377345447298138	4.676553343124688	116.49411764705883	4.1984377	2.0441284	6.7552342	-1.0650522	720000	-0.026163721	0.358169	-0.009019578	-0.0029950738	-40.522568	-0.008190339	880.6093854904175	22.91217648074031	0.917079589962956	23.829256070703266	21.995096890777354	-0.14624372877180575	0.004336874559521864	-0.14190685421228388	-0.1505806033313276	128.0
72	10.76811521330239	1.9259515804056517	12.354603478852663	4.700103790890426	122.50617283950618	4.2918844	2.0212052	6.7478504	-1.1630868	730000	0.5435314	0.20384967	0.030011475	-0.030532196	-40.658863	-0.016275253	892.6318790912628	16.422897438332434	5.824034537672988	22.24693197600542	10.598862900659444	-0.15746623676270272	0.011796880252659292	-0.14566935651004342	-0.169263117015362	101.5
73	10.157583422003862	2.5179122953769664	12.666930329818287	4.693640783037991	117.14117647058823	4.30001	2.1041	6.7641134	-1.0728834	740000	-0.4018801	0.30734354	-0.018323928	-0.021264046	-40.51335	0.015580906	904.7954099178314	15.957609730735422	6.360494986027481	22.318104716762903	9.597114744707941	-0.15747048757970333	0.011814843267202446	-0.1456556443125009	-0.16928533084690578	99.0
74	10.698021813631517	2.244210746332439	13.080317199388512	4.703870075512678	122.0246913580247	4.316219	2.0276887	6.7135005	-1.1141481	750000	0.34654662	0.2432698	-0.0027828515	-0.015100658	-40.7054	0.0038728851	917.2697830200195	22.51653948905878	0.31990198868326125	22.83644147774204	22.196637500375516	-0.13877945132553576	0.006224703490734285	-0.13255474783480148	-0.14500415481627005	127.0
75	10.832372827630513	2.217593735445228	13.952983286324883	4.712364975381643	123.20987654320987	4.3788815	2.0838609	6.8218713	-1.1348177	760000	0.028045801	0.23275612	0.024093015	-0.0028522164	-40.717667	-0.007995422	929.222030878067	16.5782694446668	6.330031502209603	22.908300946876405	10.2482379424572	-0.15905374146997947	0.010022531636059206	-0.14903120983392026	-0.16907627310603868	99.5
76	10.130649994523319	2.6856601281908326	14.142639741320162	4.539644210543481	117.11764705882354	4.298867	2.1368911	6.844349	-1.1702142	770000	-0.33391055	0.3672946	0.03553155	-0.020010859	-40.50521	0.01145813	941.2532603740692	24.97528825461864	0.40658618956804204	25.381874444186682	24.568702065050598	-0.14999548677355068	0.005845985002815635	-0.14414950177073504	-0.1558414717763663	133.0
77	10.155720151884681	2.5574519046718573	13.696882583340635	4.583140020761638	118.04761904761905	4.2439876	2.0686903	6.805173	-1.0824779	780000	0.101345606	0.3246014	0.01926367	-0.005856186	-40.504864	2.4031067e-05	953.0358362197876	21.714330325424672	0.8627119307219964	22.57704225614667	20.851618394702676	-0.14893622092902653	0.0037776392698290473	-0.14515858165919748	-0.15271386019885558	123.5
78	10.488461682437975	2.39794967000693	13.270889948718253	4.606043443586676	120.4578313253012	4.231016	2.0285778	6.780375	-1.0524415	790000	-0.020290429	0.28480983	-0.011590822	-0.010618508	-40.606705	-0.007863931	965.7930748462677	16.818860857058322	6.485469047147786	23.304329904206107	10.333391809910536	-0.15679004728794105	0.012421071529388594	-0.14436897575855245	-0.16921111881732964	103.5
79	10.789094994654064	2.004244959259035	12.620750965094187	4.491986606717111	123.8125	4.3223286	2.0649338	6.8522797	-1.1478146	800000	0.18669453	0.18953526	-0.014049605	-0.0055850744	-40.656548	-0.01209993	977.8056707382202	21.849156160876156	0.3964981973916242	22.245654358267778	21.45265796348453	-0.15077467199414968	0.0002908645570279256	-0.15048380743712175	-0.1510655365511776	122.5
80	10.578830517528056	2.179455122300504	13.412919289460405	4.557091074213385	121.53658536585365	4.3398304	2.0737598	6.712223	-1.2983034	810000	-0.08075049	0.2251386	-0.012947366	-0.0027990788	-40.592083	-0.016261544	989.9782881736755	22.837578023187817	0.018821100331848584	22.856399123519665	22.818756922855968	-0.14547570463269943	1.8578842282290786e-05	-0.14545712579041714	-0.14549428347498172	128.0
81	11.090600743763668	1.5069874033514945	12.744413334671412	4.743608633577824	125.9367088607595	4.3635283	2.041906	6.671818	-1.2253752	820000	0.28423145	0.13295506	-0.0071139634	-0.012319565	-40.677963	0.01032061	1002.8442170619965	21.98645282874815	0.25223785319366065	22.238690681941808	21.734214975554487	-0.14396242288872602	0.002074819896370206	-0.1418876029923558	-0.14603724278509622	128.5
82	10.934741976878605	1.7095229027868362	13.770160542242225	4.585267753005029	124.675	4.408379	2.093918	6.7502003	-1.1602092	830000	0.027469726	0.15087491	0.0137240235	-0.007796049	-40.727837	-0.010707984	1015.5599703788757	23.556699757985776	0.42968343045563273	23.98638318844141	23.127016327530143	-0.15188694605603825	0.0020921236090362116	-0.14979482244700204	-0.15397906966507446	130.0
83	11.352228034813649	0.8525916550050628	12.474260156601662	4.9276952022686595	127.8974358974359	4.3963513	2.0668786	6.725318	-1.1112167	840000	0.26653966	0.064727426	-0.011217654	-0.01159415	-40.784317	-0.037830204	1028.2912032604218	22.938853785246607	0.31952018000185056	23.258373965248456	22.619333605244755	-0.15271395100280638	0.0011461396701634152	-0.15156781133264297	-0.1538600906729698	133.5
84	11.429176332247085	0.39860477211121553	12.443686493560671	10.420295819919557	127.43589743589743	4.4847255	2.1009488	6.800972	-1.2798066	850000	0.10491592	0.03861125	0.040269434	-0.003225021	-40.80519	0.024281142	1040.4964418411255	22.9190197903663	0.1072852519154548	23.026305042281752	22.811734538450843	-0.15164095966145402	0.0001206099055708898	-0.15152034975588313	-0.1517615695670249	129.0
85	11.080551776570516	1.3093186624977804	12.308721886705616	5.471229207348078	125.17721518987342	4.473359	2.1210492	6.7926917	-1.0967753	860000	-0.16860029	0.0917368	0.012434378	-0.011852376	-40.7647	-0.020691944	1052.5723123550415	23.2894617382437	0.7021429031342272	23.991604641377926	22.58731883510947	-0.15159397177398204	0.00023339357227103452	-0.151360578201711	-0.15182736534625307	127.5
86	11.2998629624683	0.6350631435454975	12.302025679256767	6.71892654204741	126.25316455696202	4.456589	2.084588	6.715063	-1.3726158	870000	0.47155654	0.041782513	-0.015854895	-0.0043716207	-40.739525	0.0083071245	1064.4671828746796	23.058890452161435	0.4576187007129189	23.516509152874352	22.601271751448515	-0.15249157147482023	0.001028968747705028	-0.1514626027271152	-0.15352054022252526	129.5
87	11.327315315222014	1.163955864099953	12.492452856376765	5.288591734077783	125.63291139240506	4.459667	2.1049414	6.692848	-1.0883199	880000	-0.41001025	0.09374857	-0.0071231127	-0.00745406	-40.74407	0.018105714	1077.4146144390106	19.194692211523652	5.361095998361707	24.55578820988536	13.833596213161947	-0.14474980732426035	0.0008463459648191396	-0.1439034613594412	-0.1455961532890795	107.0
88	10.924566076636859	1.575711379900442	12.628614029176525	6.2535149772837775	121.84146341463415	4.4664664	2.145697	7.0358353	-1.5454819	890000	-0.08347642	0.1234443	-0.005541943	-0.01017303	-40.622158	-0.01812196	1089.7825965881348	25.17878767693415	0.008734025415019886	25.18752170234917	25.17005365151913	-0.14626765416935084	0.0008680213429034245	-0.1453996328264474	-0.14713567551225426	135.0
89	11.269077620433784	0.9910030022674314	12.728066734280437	6.998383389823139	125.65822784810126	4.4722323	2.0862644	6.900872	-1.140984	900000	0.32834935	0.07145536	-0.0038518906	-0.0071774498	-40.67299	-0.03263338	1101.8743696212769	21.76320913200267	0.2844424382317836	22.047651570234454	21.478766693770886	-0.14216128906235098	0.008648450355976778	-0.1335128387063742	-0.15080973941832776	121.0
90	11.003769086857476	1.4116768452599011	12.506110817361632	5.900007020700724	122.51851851851852	4.472802	2.1329684	6.726213	-1.1593523	910000	-0.19720508	0.10094946	0.011456832	-0.008590728	-40.65002	0.014305737	1114.1729788780212	17.81270469319076	5.521841794587673	23.334546487778432	12.290862898603086	-0.13158608362078666	0.003781702890992167	-0.1278043807297945	-0.13536778651177883	104.5
91	11.283607977594599	1.3113508452615488	12.49096706090495	5.695973816737532	124.7875	4.4658213	2.0884545	6.849779	-1.0901698	920000	-0.1347138	0.09018681	-0.015937835	-0.007902212	-40.724102	-0.022074288	1126.0647690296173	23.164689793754363	0.607681041117754	23.772370834872117	22.55700875263661	-0.14066313287243226	0.006244749817997275	-0.134418383054435	-0.14690788269042954	126.0
92	10.954579746291547	1.4890495444159049	12.349035792574293	5.656964875962587	122.32098765432099	4.51969	2.1348317	6.8809886	-1.0575776	930000	0.048425	0.11166462	0.001595702	-0.010128491	-40.700974	0.010682607	1138.0688891410828	23.150290904399007	1.0707209392078223	24.22101184360683	22.079569965191187	-0.13323211863636975	0.010884107872843662	-0.12234801076352608	-0.1441162265092134	128.5
93	10.94498975919957	1.458086016884485	12.205369523577389	5.680662969928236	121.91463414634147	4.4200373	2.1277034	6.704568	-1.162918	940000	0.04293877	0.102795005	0.015969142	-0.0017276481	-40.704544	-0.013221609	1150.0009305477142	22.58225708134472	0.08021734535693881	22.66247442670166	22.502039735987783	-0.12880588313564667	0.004953871835023271	-0.1238520113006234	-0.13375975497066994	122.0
94	10.71505124376778	1.7987307557008185	12.211083152107891	5.82371681334451	120.3012048192771	4.38048	2.132119	6.7150297	-1.0203015	950000	-0.21019216	0.144251	-0.00539802	-0.0036408752	-40.626778	-0.007550212	1161.919667005539	23.455773572474715	0.40723524123430366	23.86300881370902	23.04853833124041	-0.13612876353785408	0.000570153314620403	-0.13555861022323368	-0.13669891685247448	127.5
95	10.74794577922442	1.7335272096289873	12.572979654595255	5.8356946282461255	120.37349397590361	4.3908157	2.0979946	7.192274	-1.2514448	960000	0.009853614	0.13776183	0.011475586	-0.0031428635	-40.69964	-0.0074987076	1174.000322818756	22.383255020235666	0.9627670216513753	23.346022041887043	21.420487998584292	-0.13405390467494727	0.001940281614661199	-0.13211362306028607	-0.13599418628960847	123.5
96	10.964586256660498	1.3752870408775117	12.603768037874248	6.293183057010173	122.5679012345679	4.420178	2.0979278	6.724472	-1.1459365	970000	0.23301697	0.10451968	-0.009534031	-0.007072903	-40.698055	-0.018724633	1185.6844091415405	18.005043863952164	5.1560880902409565	23.16113195419312	12.848955773711207	-0.13043831896036856	0.003300618976354641	-0.12713769998401392	-0.1337389379367232	102.0
97	10.599776050058926	1.9553223614259514	12.417759401481598	5.855031664166599	119.0	4.366382	2.1149955	6.668861	-1.0844262	980000	-0.46346498	0.15802209	-0.007091671	-0.011092305	-40.655396	-0.050373238	1197.8023598194122	22.680231003537777	0.2185865233093427	22.898817526847118	22.461644480228433	-0.13226950509473695	0.006191824059933293	-0.12607768103480366	-0.13846132915467024	126.0
98	11.071745951879931	1.18719586799489	12.186376664433626	5.454226468391717	123.1358024691358	4.409373	2.1130319	7.050454	-1.2175773	990000	0.4268005	0.08235454	-0.012726426	-0.012281045	-40.756138	-0.0060342257	1209.966390132904	22.938670948166397	0.11183646278455761	23.050507410950953	22.826834485381838	-0.12646426746621742	0.0053620284982026645	-0.12110223896801475	-0.13182629596442008	128.5
99	10.859641504782571	1.788906167160099	12.27593512803316	6.3482193306088455	120.8170731707317	4.420109	2.1164434	6.684444	-1.0967059	1000000	-0.4332998	0.12921168	-0.016008973	-0.010369532	-40.66044	0.008689972	1221.975389957428	22.853362696170805	0.5760244701057697	23.429387166276573	22.277338226065034	-0.14066428449004886	0.004294573999941376	-0.1363697104901075	-0.14495885848999024	125.0
